日期,時間,活動名稱,地點,主講人,主持人,類型,備註,詳細內容
2026-02-05,16:45 - 17:45,《山與人》新書分享暨簽書會,紅沙龍,Astrid阿脆,,簽書會,山，是時間最好的見證者！ 作者 Astrid 阿脆，以山的形...,山，是時間最好的見證者！ 作者 Astrid 阿脆，以山的形與人的生命為映照， 描繪出一趟從山腳到山頂、由童年邁向老年的生命旅程。 那些關於成長、孤獨與理解的片段…… 邀請您一同走進山裡， 在《山與人》的故事與畫面之間，靜靜思考， 在這座屬於自己的山上，我們正走到哪裡?
2026-02-05,16:45 - 17:45,用閱讀，改寫人生劇本——愛瑞克的生命書寫與閱讀之路,藍沙龍,愛瑞克,,沙龍講座,閱讀，能否真的改變一個人的人生？ 從貧困少年到全台最具影響力...,閱讀，能否真的改變一個人的人生？ 從貧困少年到全台最具影響力的閱讀推廣者，愛瑞克以一場場真誠的文字對話，陪伴無數人重新看見閱讀的力量。繼暢銷作《內在成就》後，他在《命定之書》中，以自身生命為線，串起那些曾在低谷時給予他啟發與力量的經典好書。 本場講座中，愛瑞克將分享他如何透過閱讀找到方向、轉化困境，並談「一本書如何成為人生轉折點」的真實故事。他也將帶領讀者思考：在資訊爆炸的時代，我們該如何挑選屬於自己的命定之書，並讓閱讀成為行動的起點。 這是一場關於閱讀、選擇與自我成長的深刻對談，邀請每一位愛書人，一起重新定義閱讀的意義。
2026-02-05,16:45 - 17:45,《咕比的金幣》繪本分享會+創作工作坊,兒童沙龍,陳思妤(Suyu),,沙龍講座,《咕比的金幣》講述一隻小公雞，因為一枚金幣而陷入一場良心的冒...,《咕比的金幣》講述一隻小公雞，因為一枚金幣而陷入一場良心的冒險。每一次猶豫與選擇，都是一次練習善良、學會勇氣的旅程，也讓咕比重新找回閃閃發亮的自己。本次活動中，繪者將分享創作背後的小小故事，並帶著孩子一起動手DIY，創作屬於自己的金幣冒險！
2026-02-05,16:45 - 17:45,布萊希特 70: 說不盡的三便士歌劇,國際沙龍,耿一偉/主持 ， 鍾喬/劇作家,,沙龍講座,2026 年適逢德國劇作家布萊希特逝世75周年紀念 台北歌德...,2026 年適逢德國劇作家布萊希特逝世75周年紀念 台北歌德學院想藉此機會向台灣的讀者介紹這位開創並影響德國劇場至深的偉大劇作家
2026-02-05,16:45 - 17:45,如何創作被看見的好故事：《故事升級中》新書分享會,黃沙龍2F,林比比鳥（本書作者）、謝東霖（對談嘉賓）,,沙龍講座,由資深小說編輯林比比鳥和超人氣漫畫創作者謝東霖對談，從出版專...,由資深小說編輯林比比鳥和超人氣漫畫創作者謝東霖對談，從出版專業視角分享、回應故事創作者的好奇與疑惑，包括：好故事如何誕生（創作心法）、讀者想看什麼樣的故事（市場意識）、創作者和編輯的合作（專業合作）等等，希望讓所有沒有編輯陪伴的故事創作者得到支持與陪伴，和故事一起持續升級！
2026-02-05,10:00 - 18:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,-,-,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-05,10:00 - 18:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,東雨文化關主,東雨文化關主,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ ◎活動任務： 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-05,10:00 - 18:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,無,無,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-05,10:00 - 18:00,夢想大舞台：五社聯合集章活動,尖端、台灣角川、采實童書、時報出版、東雨文化各社攤位,各出版社,各出版社,講座,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化...,小光點 ✕ 小角落 ✕ 采實童書 ✕ 時報出版 ✕ 東雨文化 在 2026 台北國際書展裡，有一座正在建造中的「夢想大舞台」，它需要五個來自不同故事的印章，才能正式開演。 你的任務，就是在書展裡到五個出版社的攤位旅行、集章，把這座舞台一起蓋出來！ 於參與出版社攤位索取闖關小卡 → 前往各家出版社攤位，完成挑戰並收集印章 → 蓋完舞台後別忘了領取「夢想大舞台帆布袋」喔！ (＊集章角色包含：口袋神探‧雞飛飛、學科男孩、X尋寶探險隊、奇奇兔、屁屁丹迪)
2026-02-05,10:30 - 17:30,【東雨閱讀任務站】～小學生知識大闖關！,東雨文化攤位A218,東雨文化關主,東雨文化關主,講座,去年來東雨攤位玩過【密室偵察大冒險】的讀者， 今年有新的挑戰...,去年來東雨攤位玩過【密室偵察大冒險】的讀者， 今年有新的挑戰等著你們── ★東雨閱讀任務站★ ～小學生知識大闖關！ 現場有給閱讀小達人的三道考驗， 歷史科學、成語推理、觀察創意...... 等你來挑戰！ ●參加辦法 憑2026台北書展「東雨文化」攤位單筆消費發票1張 (不限金額) 即可參加活動。 ●過關獎勵 凡完成三道考驗任務者，可獲贈﹝口袋神探﹞人物胸章1個。（限量） *詳細入場辦法，請洽詢現場東雨工作人員
2026-02-05,11:00 - 12:00,《日治‧日誌：臺灣總督府歲時紀》導讀座談會,D213,張靜宜老師（國立臺南大學文化與自然資源學系系主任） 戴寶村老師（國立政治大學臺灣史研究所退休教授、文化部文化資產審議委員會委員）,胡主任秘書斐穎,講座,本館典藏日治時期臺灣總督府、總督府專賣局、臺灣拓殖株式會社檔...,本館典藏日治時期臺灣總督府、總督府專賣局、臺灣拓殖株式會社檔案，以及臺灣總督府（官）報、總督府專賣局報等官方檔案與刊物，為研究臺灣近現代歷史重要的第一手史料。 2025年《日治・日誌：臺灣總督府歲時紀》（Ⅴ、Ⅵ）2冊，延續2023年及2024年《日治、日誌：臺灣總督府歲時紀》（Ⅰ、Ⅱ、Ⅲ、Ⅳ）4冊的成果，以總督府檔案為文本，配合一年四季24節氣與日期，擇取各類議題檔案，爬梳相關人、事、物議題，輔以檔案照片圖像，編寫譯介每日重要紀事，深入淺出地了解日治時期臺灣的各種樣貌。
2026-02-05,11:30 - 12:15,當福音遇見華人文化：天主教社會訓導的本地化實踐,D620大學出版社聯展,林湘義(輔仁大學全人教育課程中心副教授),洪力行(輔仁大學天主教學術研究院院長),講座,本書探討天主教社會訓導在華人文化中的「本地化」，以若望保祿二...,本書探討天主教社會訓導在華人文化中的「本地化」，以若望保祿二世所提出讓福音在不同文化「降生」為核心，結合保祿宗徒的「阿勒約帕哥」經驗與鐘鳴旦提出的伯多祿「凱撒勒雅」經驗，反思「本地化」中的「他者」在福音傳播中的角色，並以《救主的使命》通諭及《教會在亞洲》勸諭為主要理論基礎建構全書。
2026-02-05,13:00 - 14:00,《日特科瓦村的女巫師》簽書會：卡特日娜．圖齊科娃,麋鹿攤位C1120,圖齊科娃(Kateřina Tučková),江子瑄,簽書會,活動當日憑新書《日特科瓦村的女巫師》領取「簽書號碼牌」，每人...,活動當日憑新書《日特科瓦村的女巫師》領取「簽書號碼牌」，每人限領一張。 號碼牌共一百名，數量有限，發完為止。 ＊不限簽書冊數，不簽書以外品項。 卡特日娜．圖齊科娃（Kateřina Tučková）是捷克知名作家與劇作家，曾於馬薩里克大學主修藝術史與捷克語文，並在布拉格查理大學取得藝術史博士學位。她以兼具歷史深度與社會關懷的小說聞名，其中最具代表性的作品《日特科瓦村的女巫師》描寫白喀爾巴阡山區傳統女巫師的命運，她們在社會獵巫氛圍、教會壓迫下倖存下來，最終被共產主義政權的肆意妄為摧毀。圖齊科娃巧妙地將歷史、民間傳說和虛構故事交織在一起，遊走於過去與現在，探索女巫師獨特的歷史。
2026-02-05,13:30 - 14:30,詩如何「現代」：《姿與言》再版,D201,鄭毓瑜（中研院院士暨臺灣大學中國文學系教授）,廖棟樑 (政治大學中國文學系教授),講座,本書在構想之初，就設定以「漢語」的現代轉型來帶動「漢語詩」的...,本書在構想之初，就設定以「漢語」的現代轉型來帶動「漢語詩」的現代變革，在論述上不只是處理文學材料，還包括語言學、語法學、音韻學、修辭學、意義學等跨領域素材；許多從來不在新詩學或現代文學史中被提及的人物，如馬建忠、劉師培、黃人、黃侃、唐鉞、胡樸安、陳望道、李安宅等，都跨越古典與現代或詩學與小學的界線，在本書中一起被納入而成為現代詩學發展中絕對在場的參與者與見證者。
